2025-09-17T17:33:40.828Z, 38.06, 15.00, 13.81, 3.26, 0.06, 0.00
2025-09-17T17:34:40.864Z, 38.06, 15.00, 13.81, 3.26, 0.06, 0.00
2025-09-17T17:35:40.902Z, 38.06, 15.00, 13.81, 3.26, 0.06, 0.00
2025-09-17T17:36:40.937Z, 38.06, 15.00, 13.82, 3.26, 0.06, 0.00
2025-09-17T17:37:40.973Z, 38.06, 15.00, 13.82, 3.26, 0.06, 0.00
2025-09-17T17:38:41.001Z, 38.06, 15.00, 13.83, 3.26, 0.06, 0.00
2025-09-17T17:39:41.032Z, 38.06, 15.00, 13.83, 3.26, 0.06, 0.00
2025-09-17T17:40:41.065Z, 38.06, 15.00, 13.84, 3.26, 0.06, 0.00
2025-09-17T17:41:41.098Z, 38.06, 15.00, 13.84, 3.26, 0.06, 0.00
2025-09-17T17:42:41.126Z, 40.43, 15.25, 14.27, 3.26, 0.06, 0.00
2025-09-17T17:43:41.158Z, 40.43, 15.25, 14.27, 3.26, 0.06, 0.00
2025-09-17T17:44:41.172Z, 40.43, 15.25, 14.27, 3.26, 0.06, 0.00
2025-09-17T17:45:41.205Z, 40.43, 15.25, 14.28, 3.26, 0.06, 0.00
2025-09-17T17:46:41.238Z, 40.43, 15.25, 14.28, 3.26, 0.06, 0.00
2025-09-17T17:47:41.243Z, 40.43, 15.25, 14.29, 3.26, 0.06, 0.00
2025-09-17T17:48:41.277Z, 40.56, 15.25, 14.29, 3.26, 0.06, 0.00
2025-09-17T17:49:41.287Z, 40.56, 15.25, 14.30, 3.26, 0.06, 0.00
2025-09-17T17:50:41.316Z, 40.56, 15.25, 14.30, 3.26, 0.06, 0.00
2025-09-17T17:51:41.347Z, 40.56, 15.25, 14.30, 3.26, 0.06, 0.00
2025-09-17T17:52:41.362Z, 40.56, 15.25, 14.31, 3.26, 0.06, 0.00
2025-09-17T17:53:41.393Z, 40.56, 15.25, 14.31, 3.26, 0.06, 0.00
2025-09-17T17:54:41.425Z, 40.56, 15.25, 14.32, 3.26, 0.06, 0.00
2025-09-17T17:55:41.453Z, 40.56, 15.25, 14.32, 3.26, 0.06, 0.00
2025-09-17T17:56:41.485Z, 40.56, 15.25, 14.33, 3.26, 0.06, 0.00
2025-09-17T17:57:41.519Z, 40.56, 15.25, 14.33, 3.26, 0.06, 0.00
2025-09-17T17:58:41.552Z, 40.56, 15.25, 14.33, 3.26, 0.06, 0.00
2025-09-17T17:59:41.584Z, 40.56, 15.25, 14.34, 3.26, 0.06, 0.00
2025-09-17T18:00:41.601Z, 40.56, 15.25, 14.34, 3.26, 0.06, 0.00
2025-09-17T18:01:41.629Z, 40.56, 15.25, 14.35, 3.26, 0.06, 0.00
2025-09-17T18:02:41.624Z, 40.56, 15.25, 14.35, 3.26, 0.06, 0.00
2025-09-17T18:03:41.662Z, 40.56, 15.25, 14.36, 3.26, 0.06, 0.00
